"","uID","uLoc","rep","year","height","X","Y","year_num","gapID_num","height_mod"
"4717","5209:1903","5209:1903",0,2004,7,16.32,6.34,3,NA,-17.8248351234219
"4718","5209:1903","5209:1903",0,2003,1,16.32,6.34,2,NA,-23.8248351234219
"4719","5209:1904","5209:1904",1,2007,39.3,16.36,6.36,6,NA,14.4751648765781
"4720","5209:1904","5209:1904",1,2006,31,16.36,6.36,5,NA,6.1751648765781
"4721","5209:1904","5209:1904",1,2005,43,16.36,6.36,4,NA,18.1751648765781
"4722","5209:1904","5209:1904",0,2004,16,16.36,6.36,3,NA,-8.8248351234219
"4723","5209:1904","5209:1904",0,2003,1,16.36,6.36,2,NA,-23.8248351234219
"4724","5209:1905","5209:1905",1,2007,35.2,16.44,6.41,6,NA,10.3751648765781
"4725","5209:1905","5209:1905",0,2006,5.9,16.44,6.41,5,NA,-18.9248351234219
"4726","5209:1905","5209:1905",1,2005,33,16.44,6.41,4,NA,8.1751648765781
"4727","5209:1905","5209:1905",0,2004,10,16.44,6.41,3,NA,-14.8248351234219
"4728","5209:1905","5209:1905",0,2003,1,16.44,6.41,2,NA,-23.8248351234219
"4730","5209:1906","5209:1906",0,2004,13,16.59,5.91,3,NA,-11.8248351234219
"4731","5209:1906","5209:1906",0,2003,1,16.59,5.91,2,NA,-23.8248351234219
"4732","5209:1907","5209:1907",1,2007,46.3,17.11,5.7,6,NA,21.4751648765781
"4733","5209:1907","5209:1907",1,2006,48.2,17.11,5.7,5,NA,23.3751648765781
"4734","5209:1907","5209:1907",1,2005,62,17.11,5.7,4,NA,37.1751648765781
"4735","5209:1907","5209:1907",1,2004,33,17.11,5.7,3,NA,8.1751648765781
"4736","5209:1907","5209:1907",1,2003,16,17.11,5.7,2,NA,-8.8248351234219
"4737","5209:1908","5209:1908",1,2007,35.9,16.45,5.21,6,NA,11.0751648765781
"4738","5209:1908","5209:1908",1,2006,31.3,16.45,5.21,5,NA,6.47516487657811
"4739","5209:1908","5209:1908",1,2005,39,16.45,5.21,4,NA,14.1751648765781
"4740","5209:1908","5209:1908",1,2004,34,16.45,5.21,3,NA,9.1751648765781
"4741","5209:1908","5209:1908",0,2003,14,16.45,5.21,2,NA,-10.8248351234219
"4742","5209:1909","5209:1909",1,2007,50.4,16.51,4.9,6,NA,25.5751648765781
"4743","5209:1909","5209:1909",1,2006,34,16.51,4.9,5,NA,9.1751648765781
"4744","5209:1909","5209:1909",1,2005,37.5,16.51,4.9,4,NA,12.6751648765781
"4745","5209:1909","5209:1909",0,2004,13,16.51,4.9,3,NA,-11.8248351234219
"4746","5209:1909","5209:1909",0,2003,3,16.51,4.9,2,NA,-21.8248351234219
"4747","5209:1910","5209:1910",1,2007,47.1,15.72,4.42,6,NA,22.2751648765781
"4748","5209:1910","5209:1910",1,2006,35.8,15.72,4.42,5,NA,10.9751648765781
"4749","5209:1910","5209:1910",1,2005,47.5,15.72,4.42,4,NA,22.6751648765781
"4750","5209:1910","5209:1910",0,2004,25,15.72,4.42,3,NA,0.175164876578105
"4751","5209:1910","5209:1910",1,2003,25,15.72,4.42,2,NA,0.175164876578105
"4752","5209:1911","5209:1911",1,2007,50,15.85,4.8,6,NA,25.1751648765781
"4753","5209:1911","5209:1911",1,2006,39.4,15.85,4.8,5,NA,14.5751648765781
"4754","5209:1911","5209:1911",1,2005,49,15.85,4.8,4,NA,24.1751648765781
"4755","5209:1911","5209:1911",0,2004,10,15.85,4.8,3,NA,-14.8248351234219
"4756","5209:1911","5209:1911",0,2003,2,15.85,4.8,2,NA,-22.8248351234219
"4757","5209:1912","5209:1912",1,2007,20.4,15.26,5.08,6,NA,-4.4248351234219
"4758","5209:1912","5209:1912",1,2006,20.2,15.26,5.08,5,NA,-4.6248351234219
"4759","5209:1912","5209:1912",1,2005,29,15.26,5.08,4,NA,4.1751648765781
"4760","5209:1912","5209:1912",1,2004,14,15.26,5.08,3,NA,-10.8248351234219
"4761","5209:1912","5209:1912",1,2003,20,15.26,5.08,2,NA,-4.8248351234219
"4762","5209:1913","5209:1913",1,2007,27.2,15.35,5.34,6,NA,2.3751648765781
"4763","5209:1913","5209:1913",1,2006,30.6,15.35,5.34,5,NA,5.77516487657811
"4764","5209:1913","5209:1913",1,2005,47,15.35,5.34,4,NA,22.1751648765781
"4765","5209:1913","5209:1913",1,2004,41,15.35,5.34,3,NA,16.1751648765781
"4766","5209:1913","5209:1913",1,2003,22,15.35,5.34,2,NA,-2.8248351234219
"4768","5209:1914","5209:1914",0,2006,12.1,15.43,5.56,5,NA,-12.7248351234219
"4769","5209:1914","5209:1914",1,2005,34,15.43,5.56,4,NA,9.1751648765781
"4770","5209:1914","5209:1914",1,2004,42,15.43,5.56,3,NA,17.1751648765781
"4771","5209:1914","5209:1914",1,2003,28,15.43,5.56,2,NA,3.1751648765781
"4772","5209:1915","5209:1915",1,2007,29.1,15.54,5.76,6,NA,4.27516487657811
"4773","5209:1915","5209:1915",1,2006,40.4,15.54,5.76,5,NA,15.5751648765781
"4774","5209:1915","5209:1915",1,2005,41,15.54,5.76,4,NA,16.1751648765781
"4775","5209:1915","5209:1915",0,2004,13,15.54,5.76,3,NA,-11.8248351234219
"4776","5209:1915","5209:1915",0,2003,2,15.54,5.76,2,NA,-22.8248351234219
"4777","5209:1916","5209:1916",1,2007,17.4,15.52,5.69,6,NA,-7.4248351234219
"4778","5209:1916","5209:1916",1,2006,24.3,15.52,5.69,5,NA,-0.524835123421894
"4779","5209:1916","5209:1916",1,2005,29,15.52,5.69,4,NA,4.1751648765781
"4780","5209:1916","5209:1916",0,2004,19,15.52,5.69,3,NA,-5.8248351234219
"4781","5209:1916","5209:1916",0,2003,4,15.52,5.69,2,NA,-20.8248351234219
"4782","5209:1917","5209:1917",1,2007,32.9,15.57,5.62,6,NA,8.0751648765781
"4783","5209:1917","5209:1917",1,2006,26.5,15.57,5.62,5,NA,1.6751648765781
"4784","5209:1917","5209:1917",1,2005,33,15.57,5.62,4,NA,8.1751648765781
"4785","5209:1917","5209:1917",0,2004,22,15.57,5.62,3,NA,-2.8248351234219
"4786","5209:1917","5209:1917",0,2003,2,15.57,5.62,2,NA,-22.8248351234219
"4788","5209:1918","5209:1918",1,2005,36,14.86,5.63,4,NA,11.1751648765781
"4789","5209:1918","5209:1918",1,2004,40,14.86,5.63,3,NA,15.1751648765781
"4790","5209:1918","5209:1918",0,2003,18,14.86,5.63,2,NA,-6.8248351234219
"4791","5209:1919","5209:1919",1,2007,29.1,15.25,6.01,6,NA,4.27516487657811
"4792","5209:1919","5209:1919",1,2006,31.8,15.25,6.01,5,NA,6.97516487657811
"4793","5209:1919","5209:1919",1,2005,33,15.25,6.01,4,NA,8.1751648765781
"4794","5209:1919","5209:1919",0,2004,15,15.25,6.01,3,NA,-9.8248351234219
"4795","5209:1919","5209:1919",0,2003,2,15.25,6.01,2,NA,-22.8248351234219
"4796","5209:1920","5209:1920",1,2007,32.1,15.25,6.03,6,NA,7.27516487657811
"4797","5209:1920","5209:1920",1,2006,30.7,15.25,6.03,5,NA,5.8751648765781
"4798","5209:1920","5209:1920",1,2005,41,15.25,6.03,4,NA,16.1751648765781
"4799","5209:1920","5209:1920",1,2004,27,15.25,6.03,3,NA,2.1751648765781
"4800","5209:1920","5209:1920",0,2003,3,15.25,6.03,2,NA,-21.8248351234219
"4801","5209:1921","5209:1921",1,2007,32.5,15.34,6,6,NA,7.6751648765781
"4802","5209:1921","5209:1921",1,2006,27.6,15.34,6,5,NA,2.77516487657811
"4803","5209:1921","5209:1921",1,2005,37,15.34,6,4,NA,12.1751648765781
"4804","5209:1921","5209:1921",0,2004,8,15.34,6,3,NA,-16.8248351234219
"4805","5209:1921","5209:1921",0,2003,3,15.34,6,2,NA,-21.8248351234219
"4806","5209:1922","5209:1922",1,2007,25.2,15.33,6.08,6,NA,0.375164876578104
"4807","5209:1922","5209:1922",1,2006,28.7,15.33,6.08,5,NA,3.8751648765781
"4808","5209:1922","5209:1922",1,2005,29,15.33,6.08,4,NA,4.1751648765781
"4809","5209:1922","5209:1922",0,2004,8,15.33,6.08,3,NA,-16.8248351234219
"4810","5209:1922","5209:1922",0,2003,2,15.33,6.08,2,NA,-22.8248351234219
"4812","5209:1923","5209:1923",1,2005,43.5,15.43,6.28,4,NA,18.6751648765781
"4813","5209:1923","5209:1923",1,2004,30,15.43,6.28,3,NA,5.1751648765781
"4814","5209:1923","5209:1923",0,2003,2,15.43,6.28,2,NA,-22.8248351234219
"4816","5209:1924","5209:1924",1,2006,37,15.23,6.21,5,NA,12.1751648765781
"4817","5209:1924","5209:1924",1,2005,39,15.23,6.21,4,NA,14.1751648765781
"4818","5209:1924","5209:1924",0,2004,13,15.23,6.21,3,NA,-11.8248351234219
"4819","5209:1924","5209:1924",0,2003,2,15.23,6.21,2,NA,-22.8248351234219
"4820","5209:1925","5209:1925",1,2007,24.2,15.25,6.18,6,NA,-0.624835123421896
"4821","5209:1925","5209:1925",1,2006,31.1,15.25,6.18,5,NA,6.27516487657811
"4822","5209:1925","5209:1925",1,2005,29.5,15.25,6.18,4,NA,4.6751648765781
"4823","5209:1925","5209:1925",0,2004,6,15.25,6.18,3,NA,-18.8248351234219
"4824","5209:1925","5209:1925",0,2003,1,15.25,6.18,2,NA,-23.8248351234219
"4826","5209:1926","5209:1926",0,2005,25,15.15,5.67,4,NA,0.175164876578105
"4827","5209:1926","5209:1926",1,2004,31,15.15,5.67,3,NA,6.1751648765781
"4828","5209:1926","5209:1926",1,2003,17,15.15,5.67,2,NA,-7.8248351234219
"4829","5209:1927","5209:1927",1,2007,58.1,14.93,6.49,6,NA,33.2751648765781
"4830","5209:1927","5209:1927",1,2006,46.2,14.93,6.49,5,NA,21.3751648765781
"4831","5209:1927","5209:1927",1,2005,31,14.93,6.49,4,NA,6.1751648765781
"4832","5209:1927","5209:1927",0,2004,6,14.93,6.49,3,NA,-18.8248351234219
"4833","5209:1927","5209:1927",0,2003,1,14.93,6.49,2,NA,-23.8248351234219
"4834","5209:1928","5209:1928",1,2007,26.9,14.77,5.46,6,NA,2.0751648765781
"4835","5209:1928","5209:1928",1,2006,24.1,14.77,5.46,5,NA,-0.724835123421894
"4836","5209:1928","5209:1928",1,2005,32,14.77,5.46,4,NA,7.1751648765781
"4837","5209:1928","5209:1928",0,2004,20,14.77,5.46,3,NA,-4.8248351234219
"4838","5209:1928","5209:1928",1,2003,24,14.77,5.46,2,NA,-0.824835123421895
"4840","5209:1929","5209:1929",1,2006,36.3,14.66,5.36,5,NA,11.4751648765781
"4841","5209:1929","5209:1929",1,2005,51,14.66,5.36,4,NA,26.1751648765781
"4842","5209:1929","5209:1929",1,2004,38,14.66,5.36,3,NA,13.1751648765781
"4843","5209:1929","5209:1929",1,2003,30,14.66,5.36,2,NA,5.1751648765781
"4845","5209:1930","5209:1930",1,2003,23,14.12,5.53,2,NA,-1.8248351234219
"4846","5209:1931","5209:1931",0,2007,35,14.07,7.18,6,NA,10.1751648765781
"4847","5209:1931","5209:1931",0,2006,6.6,14.07,7.18,5,NA,-18.2248351234219
"4848","5209:1931","5209:1931",1,2005,16,14.07,7.18,4,NA,-8.8248351234219
"4849","5209:1931","5209:1931",0,2004,1,14.07,7.18,3,NA,-23.8248351234219
"4850","5209:1931","5209:1931",0,2003,2,14.07,7.18,2,NA,-22.8248351234219
"4851","5209:1932","5209:1932",1,2007,32.9,15.22,5.18,6,NA,8.0751648765781
"4852","5209:1932","5209:1932",1,2006,34.8,15.22,5.18,5,NA,9.9751648765781
"4853","5209:1932","5209:1932",1,2005,41,15.22,5.18,4,NA,16.1751648765781
"4854","5209:1932","5209:1932",1,2004,30,15.22,5.18,3,NA,5.1751648765781
"4855","5209:1932","5209:1932",0,2003,13,15.22,5.18,2,NA,-11.8248351234219
"4856","5209:1933","5209:1933",1,2007,46.9,15.69,4.06,6,NA,22.0751648765781
"4857","5209:1933","5209:1933",1,2006,49.9,15.69,4.06,5,NA,25.0751648765781
"4858","5209:1933","5209:1933",1,2005,52.5,15.69,4.06,4,NA,27.6751648765781
"4859","5209:1933","5209:1933",1,2004,38,15.69,4.06,3,NA,13.1751648765781
"4860","5209:1933","5209:1933",0,2003,16,15.69,4.06,2,NA,-8.8248351234219
"4862","5209:1934","5209:1934",0,2004,2,15.59,6.26,3,NA,-22.8248351234219
"4863","5209:1934","5209:1934",0,2003,2,15.59,6.26,2,NA,-22.8248351234219
"4865","5231:1935","5231:1935",1,2003,34,52.36,19.2,2,NA,9.1751648765781
"4866","5231:1936","5231:1936",1,2007,56.9,53.67,16.43,6,NA,32.0751648765781
"4867","5231:1936","5231:1936",1,2006,58.1,53.67,16.43,5,NA,33.2751648765781
"4868","5231:1936","5231:1936",1,2005,69,53.67,16.43,4,NA,44.1751648765781
"4869","5231:1936","5231:1936",1,2004,37,53.67,16.43,3,NA,12.1751648765781
"4870","5231:1936","5231:1936",0,2003,9,53.67,16.43,2,NA,-15.8248351234219
"4871","5199:1937","5199:1937",1,2007,43.2,28.23,-7.73,6,NA,18.3751648765781
"4872","5199:1937","5199:1937",1,2006,41.4,28.23,-7.73,5,NA,16.5751648765781
"4873","5199:1937","5199:1937",1,2005,41.2,28.23,-7.73,4,NA,16.3751648765781
"4874","5199:1937","5199:1937",1,2004,33,28.23,-7.73,3,NA,8.1751648765781
"4875","5199:1937","5199:1937",1,2003,19,28.23,-7.73,2,NA,-5.8248351234219
"4877","5236:1938","5236:1938",1,2005,53.2,27.73,-11.73,4,NA,28.3751648765781
"4878","5236:1938","5236:1938",0,2004,23,27.73,-11.73,3,NA,-1.8248351234219
"4879","5236:1938","5236:1938",1,2003,9,27.73,-11.73,2,NA,-15.8248351234219
"4881","5236:1939","5236:1939",0,2004,5,28.74,-11.62,3,NA,-19.8248351234219
"4882","5236:1939","5236:1939",0,2003,2,28.74,-11.62,2,NA,-22.8248351234219
"4884","5236:1940","5236:1940",1,2006,45.6,28.76,-11.93,5,NA,20.7751648765781
"4885","5236:1940","5236:1940",1,2005,40.2,28.76,-11.93,4,NA,15.3751648765781
"4886","5236:1940","5236:1940",0,2004,5,28.76,-11.93,3,NA,-19.8248351234219
"4887","5236:1940","5236:1940",0,2003,2,28.76,-11.93,2,NA,-22.8248351234219
"4889","5236:1941","5236:1941",0,2004,4,29.21,-11.76,3,NA,-20.8248351234219
"4890","5236:1941","5236:1941",0,2003,4,29.21,-11.76,2,NA,-20.8248351234219
"4892","5236:1942","5236:1942",1,2005,62.3,27.44,-12.46,4,NA,37.4751648765781
"4893","5236:1942","5236:1942",1,2004,57,27.44,-12.46,3,NA,32.1751648765781
"4894","5236:1942","5236:1942",1,2003,44,27.44,-12.46,2,NA,19.1751648765781
"4896","5199:1943","5199:1943",1,2006,41.2,33.21,-8.72,5,NA,16.3751648765781
"4897","5199:1943","5199:1943",1,2005,57.5,33.21,-8.72,4,NA,32.6751648765781
"4898","5199:1943","5199:1943",1,2004,42,33.21,-8.72,3,NA,17.1751648765781
"4899","5199:1943","5199:1943",1,2003,37,33.21,-8.72,2,NA,12.1751648765781
"4900","5199:1944","5199:1944",1,2007,20.1,32.22,-8.76,6,NA,-4.72483512342189
"4901","5199:1944","5199:1944",0,2006,20.1,32.22,-8.76,5,NA,-4.72483512342189
"4902","5199:1944","5199:1944",1,2005,38.4,32.22,-8.76,4,NA,13.5751648765781
"4903","5199:1944","5199:1944",1,2004,28,32.22,-8.76,3,NA,3.1751648765781
"4904","5199:1944","5199:1944",0,2003,15,32.22,-8.76,2,NA,-9.8248351234219
"4906","5199:1945","5199:1945",1,2004,38,32.66,-9.9,3,NA,13.1751648765781
"4907","5199:1945","5199:1945",1,2003,16,32.66,-9.9,2,NA,-8.8248351234219
"4909","5199:1946","5199:1946",1,2006,58.3,32.66,-10,5,NA,33.4751648765781
"4910","5199:1946","5199:1946",1,2005,48.5,32.66,-10,4,NA,23.6751648765781
"4911","5199:1946","5199:1946",1,2004,46,32.66,-10,3,NA,21.1751648765781
"4912","5199:1946","5199:1946",1,2003,21,32.66,-10,2,NA,-3.8248351234219
"4913","5199:1947","5199:1947",1,2007,46.5,33.74,-11.79,6,NA,21.6751648765781
"4914","5199:1947","5199:1947",1,2006,38.5,33.74,-11.79,5,NA,13.6751648765781
"4915","5199:1947","5199:1947",1,2005,44,33.74,-11.79,4,NA,19.1751648765781
"4916","5199:1947","5199:1947",1,2004,35,33.74,-11.79,3,NA,10.1751648765781
"4917","5199:1947","5199:1947",0,2003,2,33.74,-11.79,2,NA,-22.8248351234219
"4919","5199:1948","5199:1948",1,2006,54.8,34.06,-12.67,5,NA,29.9751648765781
"4920","5199:1948","5199:1948",1,2005,46,34.06,-12.67,4,NA,21.1751648765781
"4921","5199:1948","5199:1948",1,2004,26,34.06,-12.67,3,NA,1.1751648765781
"4922","5199:1948","5199:1948",0,2003,6,34.06,-12.67,2,NA,-18.8248351234219
"4924","5198:1949","5198:1949",0,2004,40,35.99,-30.48,3,NA,15.1751648765781
"4925","5198:1949","5198:1949",1,2003,27,35.99,-30.48,2,NA,2.1751648765781
"4926","5198:1950","5198:1950",1,2007,42.9,37.22,-30.5,6,NA,18.0751648765781
"4927","5198:1950","5198:1950",1,2006,44.1,37.22,-30.5,5,NA,19.2751648765781
"4928","5198:1950","5198:1950",1,2005,59.6,37.22,-30.5,4,NA,34.7751648765781
"4929","5198:1950","5198:1950",1,2004,37,37.22,-30.5,3,NA,12.1751648765781
"4930","5198:1950","5198:1950",1,2003,30,37.22,-30.5,2,NA,5.1751648765781
"4932","5198:1951","5198:1951",1,2006,44,36.06,-29.31,5,NA,19.1751648765781
"4933","5198:1951","5198:1951",1,2005,47.9,36.06,-29.31,4,NA,23.0751648765781
"4934","5198:1951","5198:1951",0,2004,20,36.06,-29.31,3,NA,-4.8248351234219
"4935","5198:1951","5198:1951",0,2003,4,36.06,-29.31,2,NA,-20.8248351234219
"4937","5198:1952","5198:1952",1,2006,45.7,36.2,-29.27,5,NA,20.8751648765781
"4938","5198:1952","5198:1952",1,2005,38,36.2,-29.27,4,NA,13.1751648765781
"4939","5198:1952","5198:1952",0,2004,19,36.2,-29.27,3,NA,-5.8248351234219
"4940","5198:1952","5198:1952",0,2003,4,36.2,-29.27,2,NA,-20.8248351234219
"4942","5198:1953","5198:1953",1,2005,64.7,36.62,-29.25,4,NA,39.8751648765781
"4943","5198:1953","5198:1953",1,2004,45,36.62,-29.25,3,NA,20.1751648765781
"4944","5198:1953","5198:1953",0,2003,14,36.62,-29.25,2,NA,-10.8248351234219
"4945","5198:1954","5198:1954",1,2007,45.3,35.45,-29.11,6,NA,20.4751648765781
"4946","5198:1954","5198:1954",1,2006,52.4,35.45,-29.11,5,NA,27.5751648765781
"4947","5198:1954","5198:1954",1,2005,63.8,35.45,-29.11,4,NA,38.9751648765781
"4948","5198:1954","5198:1954",1,2004,39,35.45,-29.11,3,NA,14.1751648765781
"4949","5198:1954","5198:1954",0,2003,18,35.45,-29.11,2,NA,-6.8248351234219
"4951","5198:1955","5198:1955",1,2005,59.9,36.61,-29.97,4,NA,35.0751648765781
"4952","5198:1955","5198:1955",0,2004,28,36.61,-29.97,3,NA,3.1751648765781
"4953","5198:1955","5198:1955",1,2003,23,36.61,-29.97,2,NA,-1.8248351234219
"4955","5198:1956","5198:1956",1,2006,51,35.48,-28.79,5,NA,26.1751648765781
"4956","5198:1956","5198:1956",1,2005,55.9,35.48,-28.79,4,NA,31.0751648765781
"4957","5198:1956","5198:1956",1,2004,34,35.48,-28.79,3,NA,9.1751648765781
"4958","5198:1956","5198:1956",0,2003,22,35.48,-28.79,2,NA,-2.8248351234219
"4959","5198:1957","5198:1957",1,2007,33.6,35.55,-28.45,6,NA,8.77516487657811
"4960","5198:1957","5198:1957",1,2006,48.7,35.55,-28.45,5,NA,23.8751648765781
"4961","5198:1957","5198:1957",1,2005,45.6,35.55,-28.45,4,NA,20.7751648765781
"4962","5198:1957","5198:1957",1,2004,34,35.55,-28.45,3,NA,9.1751648765781
"4963","5198:1957","5198:1957",0,2003,9,35.55,-28.45,2,NA,-15.8248351234219
"4964","5198:1958","5198:1958",1,2007,43.8,35.99,-28.38,6,NA,18.9751648765781
"4965","5198:1958","5198:1958",1,2006,44.7,35.99,-28.38,5,NA,19.8751648765781
"4966","5198:1958","5198:1958",1,2005,65.2,35.99,-28.38,4,NA,40.3751648765781
"4967","5198:1958","5198:1958",1,2004,44,35.99,-28.38,3,NA,19.1751648765781
"4968","5198:1958","5198:1958",0,2003,22,35.99,-28.38,2,NA,-2.8248351234219
"4970","5198:1959","5198:1959",1,2006,36.3,33.62,-22.67,5,NA,11.4751648765781
"4971","5198:1959","5198:1959",1,2005,68.1,33.62,-22.67,4,NA,43.2751648765781
"4972","5198:1959","5198:1959",1,2004,55,33.62,-22.67,3,NA,30.1751648765781
"4973","5198:1959","5198:1959",0,2003,22,33.62,-22.67,2,NA,-2.8248351234219
"4974","5198:1960","5198:1960",1,2007,46.2,34.78,-23.69,6,NA,21.3751648765781
"4975","5198:1960","5198:1960",1,2006,54,34.78,-23.69,5,NA,29.1751648765781
"4976","5198:1960","5198:1960",1,2005,46.5,34.78,-23.69,4,NA,21.6751648765781
"4977","5198:1960","5198:1960",0,2004,30,34.78,-23.69,3,NA,5.1751648765781
"4978","5198:1960","5198:1960",0,2003,17,34.78,-23.69,2,NA,-7.8248351234219
"4979","5198:1961","5198:1961",1,2007,51.9,34.82,-24.49,6,NA,27.0751648765781
"4980","5198:1961","5198:1961",1,2006,41.5,34.82,-24.49,5,NA,16.6751648765781
"4981","5198:1961","5198:1961",1,2005,48.9,34.82,-24.49,4,NA,24.0751648765781
"4982","5198:1961","5198:1961",0,2004,24,34.82,-24.49,3,NA,-0.824835123421895
"4983","5198:1961","5198:1961",0,2003,8,34.82,-24.49,2,NA,-16.8248351234219
"4984","5198:1962","5198:1962",1,2007,52.3,34.8,-24.79,6,NA,27.4751648765781
"4985","5198:1962","5198:1962",1,2006,39.8,34.8,-24.79,5,NA,14.9751648765781
"4986","5198:1962","5198:1962",1,2005,54.4,34.8,-24.79,4,NA,29.5751648765781
"4987","5198:1962","5198:1962",1,2004,44,34.8,-24.79,3,NA,19.1751648765781
"4988","5198:1962","5198:1962",0,2003,18,34.8,-24.79,2,NA,-6.8248351234219
"4990","5198:1963","5198:1963",1,2006,18.1,34.58,-25.04,5,NA,-6.72483512342189
"4991","5198:1963","5198:1963",1,2005,39.5,34.58,-25.04,4,NA,14.6751648765781
"4992","5198:1963","5198:1963",0,2004,6,34.58,-25.04,3,NA,-18.8248351234219
"4993","5198:1963","5198:1963",0,2003,3,34.58,-25.04,2,NA,-21.8248351234219
"4994","5198:1964","5198:1964",1,2007,48.6,34.47,-24.8,6,NA,23.7751648765781
"4995","5198:1964","5198:1964",1,2006,44.5,34.47,-24.8,5,NA,19.6751648765781
"4996","5198:1964","5198:1964",1,2005,51,34.47,-24.8,4,NA,26.1751648765781
"4997","5198:1964","5198:1964",1,2004,25,34.47,-24.8,3,NA,0.175164876578105
"4998","5198:1964","5198:1964",0,2003,8,34.47,-24.8,2,NA,-16.8248351234219
"4999","5198:1965","5198:1965",1,2007,62.5,34.25,-25,6,NA,37.6751648765781
"5000","5198:1965","5198:1965",1,2006,45.2,34.25,-25,5,NA,20.3751648765781
"5001","5198:1965","5198:1965",1,2005,58.1,34.25,-25,4,NA,33.2751648765781
"5002","5198:1965","5198:1965",0,2004,25,34.25,-25,3,NA,0.175164876578105
"5003","5198:1965","5198:1965",0,2003,6,34.25,-25,2,NA,-18.8248351234219
"5004","5198:1966","5198:1966",1,2005,45.5,34.45,-25.62,4,NA,20.6751648765781
"5005","5198:1966","5198:1966",0,2004,26,34.45,-25.62,3,NA,1.1751648765781
"5006","5198:1966","5198:1966",0,2003,3,34.45,-25.62,2,NA,-21.8248351234219
"5008","5198:1967","5198:1967",1,2006,51,32.75,-26.65,5,NA,26.1751648765781
"5009","5198:1967","5198:1967",1,2005,61.6,32.75,-26.65,4,NA,36.7751648765781
"5010","5198:1967","5198:1967",1,2004,35,32.75,-26.65,3,NA,10.1751648765781
"5011","5198:1967","5198:1967",1,2003,30,32.75,-26.65,2,NA,5.1751648765781
"5013","5198:1968","5198:1968",1,2006,46.2,32.85,-26.64,5,NA,21.3751648765781
"5014","5198:1968","5198:1968",1,2005,68.8,32.85,-26.64,4,NA,43.9751648765781
"5015","5198:1968","5198:1968",1,2004,33,32.85,-26.64,3,NA,8.1751648765781
"5016","5198:1968","5198:1968",1,2003,27,32.85,-26.64,2,NA,2.1751648765781
"5018","5198:1969","5198:1969",1,2006,54.2,32.93,-26.68,5,NA,29.3751648765781
"5019","5198:1969","5198:1969",1,2005,56.3,32.93,-26.68,4,NA,31.4751648765781
"5020","5198:1969","5198:1969",1,2004,31,32.93,-26.68,3,NA,6.1751648765781
"5021","5198:1969","5198:1969",1,2003,19,32.93,-26.68,2,NA,-5.8248351234219
"5023","5198:1970","5198:1970",1,2006,44.6,33.04,-26.73,5,NA,19.7751648765781
"5024","5198:1970","5198:1970",1,2005,52,33.04,-26.73,4,NA,27.1751648765781
"5025","5198:1970","5198:1970",1,2004,38,33.04,-26.73,3,NA,13.1751648765781
"5026","5198:1970","5198:1970",0,2003,18,33.04,-26.73,2,NA,-6.8248351234219
"5028","5198:1971","5198:1971",1,2006,44.8,33.14,-26.87,5,NA,19.9751648765781
"5029","5198:1971","5198:1971",1,2005,51.3,33.14,-26.87,4,NA,26.4751648765781
"5030","5198:1971","5198:1971",1,2004,32,33.14,-26.87,3,NA,7.1751648765781
"5031","5198:1971","5198:1971",0,2003,19,33.14,-26.87,2,NA,-5.8248351234219
"5033","5198:1972","5198:1972",1,2006,41.4,33.16,-26.9,5,NA,16.5751648765781
"5034","5198:1972","5198:1972",1,2005,56,33.16,-26.9,4,NA,31.1751648765781
"5035","5198:1972","5198:1972",1,2004,34,33.16,-26.9,3,NA,9.1751648765781
"5036","5198:1972","5198:1972",0,2003,17,33.16,-26.9,2,NA,-7.8248351234219
"5038","5198:1973","5198:1973",1,2005,56.3,33.53,-26.91,4,NA,31.4751648765781
"5039","5198:1973","5198:1973",1,2004,40,33.53,-26.91,3,NA,15.1751648765781
"5040","5198:1973","5198:1973",0,2003,14,33.53,-26.91,2,NA,-10.8248351234219
"5042","5198:1974","5198:1974",1,2006,31.8,33.45,-27.02,5,NA,6.97516487657811
"5043","5198:1974","5198:1974",1,2005,53.8,33.45,-27.02,4,NA,28.9751648765781
"5044","5198:1974","5198:1974",1,2004,35,33.45,-27.02,3,NA,10.1751648765781
"5045","5198:1974","5198:1974",0,2003,7,33.45,-27.02,2,NA,-17.8248351234219
"5047","5198:1975","5198:1975",1,2006,57.5,33.86,-27.4,5,NA,32.6751648765781
"5048","5198:1975","5198:1975",1,2005,63.6,33.86,-27.4,4,NA,38.7751648765781
"5049","5198:1975","5198:1975",0,2004,23,33.86,-27.4,3,NA,-1.8248351234219
"5050","5198:1975","5198:1975",0,2003,9,33.86,-27.4,2,NA,-15.8248351234219
"5052","5198:1976","5198:1976",1,2004,48,33.87,-27.84,3,NA,23.1751648765781
"5053","5198:1976","5198:1976",1,2003,26,33.87,-27.84,2,NA,1.1751648765781
"5054","5219:1977","5219:1977",1,2007,39.4,22.52,-28.55,6,NA,14.5751648765781
"5055","5219:1977","5219:1977",1,2006,32.1,22.52,-28.55,5,NA,7.27516487657811
"5056","5219:1977","5219:1977",1,2005,51.6,22.52,-28.55,4,NA,26.7751648765781
"5057","5219:1977","5219:1977",1,2004,26,22.52,-28.55,3,NA,1.1751648765781
"5058","5219:1977","5219:1977",0,2003,10,22.52,-28.55,2,NA,-14.8248351234219
"5060","5219:1978","5219:1978",1,2006,38.5,22.39,-28.35,5,NA,13.6751648765781
