"","uni_spp","uX","uY","R0_mean","R0_med","R0_lq95","R0_uq95","life_expect","life_expect_lq95","life_expect_uq95","mean_repA","mean_rep_lq95","mean_rep_uq95","sen_rep","sen_sur","sen_gr","sen_life_ex","sen_mean_rep","elas_rep","elas_sur","elas_gr","elas_rep_fl","elas_sur_le"
"22","uspp_22",105.926666666667,-100.803333333333,31.2506230849447,24.2717500176851,7.04708235431317,98.4117552192556,1.47626150104463,1.13763238239687,2.14953908192454,39.169679563869,24.6420188152461,57.068686063729,1.04247125594544,37.7526744586938,3.05922543052121,0.459447456529623,1.95079745146921,0.0802527597463691,1.94955694279735,2.14892520601484,0.87223925414935,4.32142677139601
"23","uspp_23",105.46,-100.12,32.706025691584,26.5525292567925,9.01669513637666,89.252311841419,1.52575403700343,1.19543240374221,2.18738557914255,37.282928592165,24.9907755648688,52.2269056441873,1.13321876950738,39.5135705757098,3.23945041827452,0.507024316180024,1.96444809036194,0.0780233753509565,1.98148474050785,2.2004610170363,0.806810561600852,3.94686607124482
"24","uspp_24",107.846666666667,-98.59,65.7030175844409,46.2901309257753,11.7629545107079,241.752795216682,1.95986038400034,1.25210659893047,3.51029150821937,33.7325639498776,20.7089599540248,49.5409410507631,1.72043248711945,81.978678254092,7.20050362748234,0.924045401839911,2.04181515529278,0.0688225044850945,2.06550479744245,2.40526966589202,0.595878593745329,3.04873237827168
"25","uspp_25",105.105,-100.685,51.7868604018208,41.8607859262988,12.9503187267534,153.808292417176,1.77511294452948,1.28050111870046,2.74310157464966,35.8841017170049,23.0476129829523,51.1363375182201,1.47517239318035,64.6951489294949,5.4410739333859,0.746501377646796,2.03718148932697,0.066958563834779,2.0728850320028,2.34672448560983,0.621757583166221,3.24641495087853
"26","uspp_26",101.725,-126.4,1735.80471185588,1126.74090536177,216.680534811831,6963.27849120892,16.8517454500108,3.86853720093798,60.2057471164421,32.752542919484,23.8334219739468,43.4594185324017,8.67246408162303,1841.08603306329,221.138233773655,15.6147958837635,1.68671827191433,0.0128685911844426,1.87789202888383,2.87586299794452,0.125725577899509,1.26193732620556
"27","uspp_27",101.936666666667,-125.911666666667,2340.61397052546,1622.39809525698,287.814176698046,9111.36646135496,19.4278817710407,4.21171236216864,67.2763011608739,35.6008163416257,26.6707771040803,46.3236222569825,8.05520609624332,2468.91387479996,291.783488066594,18.1777178407182,1.63469743785692,0.00913799713880908,1.86405326540545,2.84272533610539,0.0999889504939236,1.2316190014895
"28","uspp_28",102.21,-125.55,2489.35069764115,1591.4180605256,276.489862607688,9833.21897231202,20.209890057063,4.07869332133648,69.621668487442,35.7397553979299,24.7216551431532,47.8835838274726,8.84978378433736,2615.57185773665,309.339608740359,18.921687680753,1.67842962042848,0.00966723602686588,1.86238754345874,2.84605607348737,0.100697332418879,1.22986405197408
"29","uspp_29",102.7875,-125.985,2828.48266012315,1837.8544059721,282.849657326267,11105.7194727576,20.8091583826498,3.98786354022138,69.9714739296864,38.0840673553652,26.7349707089656,51.6880561702568,7.70319450189386,2964.62787085926,343.615020377748,19.4973657398134,1.61524329472339,0.00795027839952405,1.86542376171328,2.80854830417736,0.0907822536962758,1.23597338516154
"30","uspp_30",103.425,-125.725,2546.35340066085,1521.66927113334,169.023946613564,11027.5465753262,20.8378607674667,3.20897102792077,73.7401024749919,34.7727486632971,21.9359679083446,50.9205809378317,10.6553112830256,2656.96319291073,314.116587941525,19.4925969367445,1.77781086344532,0.0132404514723077,1.87107677777401,2.86410351736424,0.119137709069111,1.26314210793601
"31","uspp_31",101.3225,-126.075,2073.60135983421,1324.41034876153,224.772449135944,8152.84733108476,18.3315946355798,3.75368711164102,63.6927879668111,34.5867007245927,25.3699847791221,45.077240068245,8.13259342649852,2191.36947355884,260.592194905088,17.0839195886545,1.62232563080213,0.0102931829089426,1.87213771098727,2.85033386980798,0.111132657046593,1.24904908570278
"32","uspp_32",100.85,-126.22,2358.49264943826,1436.29752691766,181.626545222871,10339.6397066451,18.8404346914979,3.39088892740569,75.1801415216089,36.5741707503831,24.8924007226612,51.4774478646111,7.6336100988037,2480.5710341065,288.670969966406,17.5611673284574,1.59514649776471,0.00979953110832679,1.88189075860557,2.81793965247967,0.109902686924891,1.27232833087685
"33","uspp_33",100.52,-125.194285714286,2214.54903177022,1378.81584351947,227.859951825754,9154.82606980248,17.5198416847353,3.69089041404746,57.427608833086,36.5791803793894,25.2900343817843,49.4035878814331,7.598242295969,2342.45340205534,272.732687297675,16.250435185947,1.70953636778722,0.0101420776026061,1.88769756728856,2.82108298163971,0.106133096099298,1.27352835992162
"34","uspp_34",100.12,-125.63,2321.76721019725,1393.24398851701,181.932117608287,9535.2793709728,17.2541088852653,3.22043898993453,65.5412458610744,38.3603709110211,25.556445379271,55.3093449994724,6.82292120866217,2453.44990370076,279.856314302573,15.9682461566806,1.60267457743549,0.00928195758090141,1.89415206640485,2.78892906388274,0.105663965818879,1.29210142940824
"35","uspp_35",102.1675,-127.4725,3247.05108901423,1927.6217284063,252.298287537479,14225.7395471929,19.6835127457934,3.30150182338833,75.9336239973121,44.3185278742628,30.3477925038165,61.1261611155633,5.77437688537015,3395.33036040561,375.692091104943,18.2795142856901,1.45904985664954,0.00550357125258089,1.89229077821511,2.70280126747757,0.0823480087228299,1.28931868351058
"36","uspp_36",23.825,36.72,812.230013668636,532.747186797298,89.6936143522354,3483.34767873575,9.40518025600578,2.61617060507251,28.6513613086859,27.5951606815933,15.8087395651914,42.4408449940883,12.7200232441604,898.432979455559,107.218798055207,8.22629158271354,2.66530198058175,0.0405805765657355,1.97180772979896,3.00538788023807,0.201725841670322,1.4395787463932
"37","uspp_37",30.635,-8.31,200.786675030485,148.259780428704,35.5706414418161,666.614469623886,3.84393495359167,1.81067449032328,8.8472072449893,28.2405495791684,17.8103428443025,40.7656541454777,3.71708332229726,239.324000843178,24.738655570003,2.75867226811311,1.96612900279807,0.0468308695096357,2.06586369436461,2.75865569889767,0.338884291363478,1.87546157552809
"38","uspp_38",30,-13.18,341.117957696437,230.45462179879,49.5605419077179,1292.909493255,4.27634087168336,1.86190876579456,10.5105251514935,36.7784023439697,23.4249390489961,53.8026130155527,2.63401688678866,405.218531755535,39.9484546455506,3.16942547041845,1.53719451047281,0.0233300788815887,2.08180301039184,2.62230993238568,0.281999859012448,1.85018423964705
"39","uspp_39",29.415,-12.56,243.433939924633,193.266621253125,50.9911250884641,825.845065312732,3.79028996255534,1.92299315996556,8.56255683661722,34.291280666318,23.723563374152,46.4155000126873,2.60034532721267,293.469214714794,28.5485379909991,2.69691065527004,1.57574381820413,0.0272868975469829,2.08728348640671,2.62621218785602,0.30469548765411,1.87960800081343
"40","uspp_40",15.4946153846154,5.35,1412.13243831347,1258.71364087324,496.686816585327,3315.77505108265,21.004571314317,9.48325116565639,43.2513220036558,24.2491031158615,19.0773228788433,30.0131943604358,17.2735559417971,1466.0851136537,199.674146416061,19.5613835572255,1.80902641021564,0.0243135060525687,1.783880361387,3.2131743510337,0.171218615256541,1.13549927253777
"41","uspp_41",15.6933333333333,4.65333333333333,2940.68264151253,2296.61713057756,660.328852881212,9318.70147165197,28.4401320009364,8.40646630187846,80.8503579012312,30.8484720649857,23.05032205603,41.0455711130863,17.4549153297565,3052.47404230015,384.863986361355,27.1055146169164,1.92693827164176,0.0129904357884293,1.7964995909293,2.97845403607218,0.104381821150983,1.12634164586143
