"","uID","uLoc","rep","year","height","height_prev","X","Y"
"2167","5198:956.573","5198:956",0,2003,9,2,34.77,-25.66
"2169","5198:956.574","5198:956",1,2007,44.5,38.6,34.77,-25.66
"2170","5198:956.574","5198:956",1,2006,38.6,36.7,34.77,-25.66
"2171","5198:956.574","5198:956",1,2005,36.7,26,34.77,-25.66
"2172","5198:956.574","5198:956",1,2004,26,7,34.77,-25.66
"2173","5198:956.574","5198:956",0,2003,7,2,34.77,-25.66
"2176","5198:956.575","5198:956",1,2006,35,35.5,34.77,-25.66
"2177","5198:956.575","5198:956",1,2005,35.5,28,34.77,-25.66
"2178","5198:956.575","5198:956",1,2004,28,11,34.77,-25.66
"2179","5198:956.575","5198:956",0,2003,11,2,34.77,-25.66
"2182","5198:956.576","5198:956",1,2006,31.2,39.9,34.77,-25.66
"2183","5198:956.576","5198:956",1,2005,39.9,17,34.77,-25.66
"2184","5198:956.576","5198:956",0,2004,17,5,34.77,-25.66
"2185","5198:956.576","5198:956",0,2003,5,1,34.77,-25.66
"2187","5198:957","5198:957",1,2007,21.8,35.2,34.74,-25.59
"2188","5198:957","5198:957",1,2006,35.2,33.6,34.74,-25.59
"2189","5198:957","5198:957",1,2005,33.6,32,34.74,-25.59
"2190","5198:957","5198:957",1,2004,32,20,34.74,-25.59
"2191","5198:957","5198:957",1,2003,20,3,34.74,-25.59
"2194","5198:958","5198:958",1,2006,37.2,54.2,34.71,-25.66
"2195","5198:958","5198:958",1,2005,54.2,30,34.71,-25.66
"2196","5198:958","5198:958",1,2004,30,9,34.71,-25.66
"2197","5198:958","5198:958",0,2003,9,3,34.71,-25.66
"2200","5198:959","5198:959",1,2006,23.9,42.2,34.64,-25.6
"2201","5198:959","5198:959",1,2005,42.2,28,34.64,-25.6
"2202","5198:959","5198:959",0,2004,28,6,34.64,-25.6
"2203","5198:959","5198:959",0,2003,6,2,34.64,-25.6
"2205","5198:960","5198:960",1,2007,44.1,49.5,34.31,-23.42
"2206","5198:960","5198:960",1,2006,49.5,61.4,34.31,-23.42
"2207","5198:960","5198:960",1,2005,61.4,44,34.31,-23.42
"2208","5198:960","5198:960",1,2004,44,32,34.31,-23.42
"2209","5198:960","5198:960",1,2003,32,3,34.31,-23.42
"2212","5198:961","5198:961",1,2004,37,23,35.27,-28.59
"2213","5198:961","5198:961",0,2003,23,2,35.27,-28.59
"2215","5198:962","5198:962",1,2007,60,47.5,35.18,-28.62
"2216","5198:962","5198:962",1,2006,47.5,57.1,35.18,-28.62
"2217","5198:962","5198:962",1,2005,57.1,50,35.18,-28.62
"2218","5198:962","5198:962",1,2004,50,26,35.18,-28.62
"2219","5198:962","5198:962",1,2003,26,3,35.18,-28.62
"2226","5198:964","5198:964",1,2005,51.2,35,35.06,-28.74
"2227","5198:964","5198:964",1,2004,35,17,35.06,-28.74
"2228","5198:964","5198:964",1,2003,17,3,35.06,-28.74
"2231","5197:965","5197:965",1,2006,24.5,43.1,38.18,-44.88
"2232","5197:965","5197:965",1,2005,43.1,39,38.18,-44.88
"2233","5197:965","5197:965",1,2004,39,41,38.18,-44.88
"2234","5197:965","5197:965",1,2003,41,6,38.18,-44.88
"2236","5197:966","5197:966",1,2007,40.5,33.3,38.06,-44.86
"2237","5197:966","5197:966",1,2006,33.3,50.6,38.06,-44.86
"2238","5197:966","5197:966",1,2005,50.6,43,38.06,-44.86
"2239","5197:966","5197:966",1,2004,43,33,38.06,-44.86
"2240","5197:966","5197:966",1,2003,33,2,38.06,-44.86
"2243","5197:967","5197:967",1,2005,23.8,31,37.47,-45.03
"2244","5197:967","5197:967",1,2004,31,14,37.47,-45.03
"2245","5197:967","5197:967",1,2003,14,2,37.47,-45.03
"2247","5197:968","5197:968",1,2007,55.4,44.5,36.59,-44.89
"2248","5197:968","5197:968",1,2006,44.5,56.1,36.59,-44.89
"2249","5197:968","5197:968",1,2005,56.1,27,36.59,-44.89
"2250","5197:968","5197:968",1,2004,27,26,36.59,-44.89
"2251","5197:968","5197:968",1,2003,26,4,36.59,-44.89
"2254","5197:969","5197:969",1,2005,53.4,20,36.47,-44.9
"2255","5197:969","5197:969",1,2004,20,18,36.47,-44.9
"2256","5197:969","5197:969",0,2003,18,2,36.47,-44.9
"2259","5197:970","5197:970",1,2004,55,39,35.46,-45.84
"2260","5197:970","5197:970",1,2003,39,7,35.46,-45.84
"2263","5197:971","5197:971",1,2005,39.9,41,34.67,-46.72
"2264","5197:971","5197:971",1,2004,41,38,34.67,-46.72
"2265","5197:971","5197:971",1,2003,38,5,34.67,-46.72
"2268","5197:972","5197:972",1,2005,48,39,34.25,-46.54
"2269","5197:972","5197:972",1,2004,39,22,34.25,-46.54
"2270","5197:972","5197:972",0,2003,22,7,34.25,-46.54
"2273","5197:973","5197:973",1,2005,37.9,40,33.92,-46.68
"2274","5197:973","5197:973",1,2004,40,29,33.92,-46.68
"2275","5197:973","5197:973",1,2003,29,4,33.92,-46.68
"2278","5197:974","5197:974",1,2004,42,43,33.37,-46.39
"2279","5197:974","5197:974",1,2003,43,6,33.37,-46.39
"2282","5197:975","5197:975",1,2005,38.1,30,34.01,-47.23
"2283","5197:975","5197:975",1,2004,30,29,34.01,-47.23
"2284","5197:975","5197:975",1,2003,29,6,34.01,-47.23
"2287","5197:976","5197:976",1,2005,24.8,25,34.06,-47.19
"2288","5197:976","5197:976",1,2004,25,12,34.06,-47.19
"2289","5197:976","5197:976",0,2003,12,2,34.06,-47.19
"2292","5197:977","5197:977",1,2005,47.5,35,34.24,-47.27
"2293","5197:977","5197:977",1,2004,35,29,34.24,-47.27
"2294","5197:977","5197:977",1,2003,29,2,34.24,-47.27
"2297","5197:978","5197:978",1,2005,47,34,34.25,-47.59
"2298","5197:978","5197:978",1,2004,34,20,34.25,-47.59
"2299","5197:978","5197:978",1,2003,20,2,34.25,-47.59
"2302","5197:979","5197:979",1,2005,35.9,77,33.68,-46.95
"2303","5197:979","5197:979",1,2004,77,22,33.68,-46.95
"2304","5197:979","5197:979",1,2003,22,3,33.68,-46.95
"2307","5197:980","5197:980",1,2005,33.7,22,33.72,-46.98
"2308","5197:980","5197:980",1,2004,22,30,33.72,-46.98
"2309","5197:980","5197:980",1,2003,30,3,33.72,-46.98
"2312","5197:981","5197:981",1,2005,34.2,24,33.69,-46.91
"2313","5197:981","5197:981",1,2004,24,29,33.69,-46.91
"2314","5197:981","5197:981",1,2003,29,1,33.69,-46.91
"2317","5197:982","5197:982",1,2005,41.5,36,33.27,-47
"2318","5197:982","5197:982",1,2004,36,34,33.27,-47
"2319","5197:982","5197:982",1,2003,34,2,33.27,-47
"2322","5197:983","5197:983",1,2003,39,5,33.03,-46.99
"2325","5197:984","5197:984",1,2005,57.9,34,32.54,-48.13
"2326","5197:984","5197:984",1,2004,34,7,32.54,-48.13
"2327","5197:984","5197:984",0,2003,7,3,32.54,-48.13
"2332","5197:986","5197:986",1,2003,22,2,32.66,-45.58
"2335","5197:987","5197:987",1,2005,50.2,31,34.72,-50.33
"2336","5197:987","5197:987",1,2004,31,32,34.72,-50.33
"2337","5197:987","5197:987",1,2003,32,3,34.72,-50.33
"2340","5197:988","5197:988",1,2005,37.4,28,34.82,-50.3
"2341","5197:988","5197:988",1,2004,28,27,34.82,-50.3
"2342","5197:988","5197:988",1,2003,27,4,34.82,-50.3
"2345","5197:989","5197:989",1,2005,33.5,36,34.87,-50.21
"2346","5197:989","5197:989",1,2004,36,6,34.87,-50.21
"2347","5197:989","5197:989",1,2003,6,2,34.87,-50.21
"2350","5197:990","5197:990",1,2005,37.5,17,35.3,-50.18
"2351","5197:990","5197:990",1,2004,17,7,35.3,-50.18
"2352","5197:990","5197:990",0,2003,7,1,35.3,-50.18
"2355","5197:991","5197:991",1,2005,39.1,35,34.96,-50.26
"2356","5197:991","5197:991",1,2004,35,18,34.96,-50.26
"2357","5197:991","5197:991",0,2003,18,2,34.96,-50.26
"2360","5197:992","5197:992",1,2005,46.2,42,36,-50.27
"2361","5197:992","5197:992",1,2004,42,30,36,-50.27
"2362","5197:992","5197:992",1,2003,30,2,36,-50.27
"2365","5197:993","5197:993",1,2005,46.5,24,36.24,-49.37
"2366","5197:993","5197:993",1,2004,24,19,36.24,-49.37
"2367","5197:993","5197:993",0,2003,19,5,36.24,-49.37
"2370","5197:994","5197:994",1,2004,33,38,36.67,-48.63
"2371","5197:994","5197:994",1,2003,38,4,36.67,-48.63
"2374","5197:995","5197:995",1,2005,36.4,45,37.28,-50.63
"2375","5197:995","5197:995",1,2004,45,28,37.28,-50.63
"2376","5197:995","5197:995",1,2003,28,3,37.28,-50.63
"2379","5197:996","5197:996",1,2005,40.7,33,36.96,-50.7
"2380","5197:996","5197:996",1,2004,33,23,36.96,-50.7
"2381","5197:996","5197:996",1,2003,23,2,36.96,-50.7
"2384","5197:997","5197:997",1,2005,46.5,27,36.73,-50.58
"2385","5197:997","5197:997",1,2004,27,18,36.73,-50.58
"2386","5197:997","5197:997",1,2003,18,2,36.73,-50.58
"2389","5197:998","5197:998",1,2005,41,35,36.57,-50.63
"2390","5197:998","5197:998",1,2004,35,20,36.57,-50.63
"2391","5197:998","5197:998",0,2003,20,2,36.57,-50.63
"2394","5197:999","5197:999",0,2006,8.2,25.5,39.92,-50.57
"2395","5197:999","5197:999",1,2005,25.5,16,39.92,-50.57
"2396","5197:999","5197:999",0,2004,16,30,39.92,-50.57
"2397","5197:999","5197:999",1,2003,30,6,39.92,-50.57
"2399","5197:1000","5197:1000",1,2007,53.1,34.5,39.79,-50.58
"2400","5197:1000","5197:1000",1,2006,34.5,42.8,39.79,-50.58
"2401","5197:1000","5197:1000",1,2005,42.8,37,39.79,-50.58
"2402","5197:1000","5197:1000",1,2004,37,29,39.79,-50.58
"2403","5197:1000","5197:1000",1,2003,29,3,39.79,-50.58
"2425","5148:1401","5148:1401",1,2004,42,25,107.22,-165.97
"2426","5148:1401","5148:1401",1,2003,25,7,107.22,-165.97
"2428","5148:1402","5148:1402",1,2004,37,27,107.15,-165.44
"2429","5148:1402","5148:1402",1,2003,27,4,107.15,-165.44
"2433","5152:1404","5152:1404",1,2004,39,34,94.71,-167.91
"2434","5152:1404","5152:1404",1,2003,34,7,94.71,-167.91
"2436","5152:1405","5152:1405",1,2004,47,32,94.39,-166.86
"2437","5152:1405","5152:1405",1,2003,32,7,94.39,-166.86
"2439","5152:1406","5152:1406",1,2004,48,38,93.83,-165.88
"2440","5152:1406","5152:1406",1,2003,38,18,93.83,-165.88
"2442","5161:1407","5161:1407",1,2004,24,40,102.38,-136.1
"2443","5161:1407","5161:1407",1,2003,40,16,102.38,-136.1
"2445","5161:1408","5161:1408",1,2004,47,41,102.05,-140.57
"2446","5161:1408","5161:1408",1,2003,41,8,102.05,-140.57
"2448","5248:1409","5248:1409",1,2004,51,37,102.63,-126.1
"2449","5248:1409","5248:1409",1,2003,37,5,102.63,-126.1
"2451","5248:1410","5248:1410",1,2004,36,28,102.73,-126.08
"2452","5248:1410","5248:1410",1,2003,28,5,102.73,-126.08
"2454","5183:1411","5183:1411",1,2004,39,37,72.13,-113.29
"2455","5183:1411","5183:1411",1,2003,37,9,72.13,-113.29
"2457","5183:1412","5183:1412",0,2004,29,34,72.96,-112.58
"2458","5183:1412","5183:1412",1,2003,34,18,72.96,-112.58
"2461","5183:1413","5183:1413",1,2003,38,23,73.06,-112.85
"2463","5183:1414","5183:1414",1,2004,49,29,72.76,-113.02
"2464","5183:1414","5183:1414",1,2003,29,7,72.76,-113.02
"2467","5176:1415","5176:1415",1,2004,54,46,100.74,-98.3
"2468","5176:1415","5176:1415",1,2003,46,11,100.74,-98.3
"2471","5176:1416","5176:1416",1,2004,49,38,101.75,-98.16
"2472","5176:1416","5176:1416",1,2003,38,23,101.75,-98.16
"2479","5176:1417.643","5176:1417",1,2004,34,16,101.01,-97.26
"2480","5176:1417.643","5176:1417",0,2003,16,1,101.01,-97.26
"2483","5176:1418","5176:1418",1,2004,38,24,101.15,-97.13
"2484","5176:1418","5176:1418",1,2003,24,3,101.15,-97.13
"2487","5176:1419","5176:1419",0,2004,24,9,100.99,-97.14
"2488","5176:1419","5176:1419",0,2003,9,2,100.99,-97.14
"2491","5176:1420","5176:1420",1,2004,49,37,101.25,-95.81
"2492","5176:1420","5176:1420",1,2003,37,7,101.25,-95.81
"2495","5176:1421","5176:1421",1,2004,52,46,102.11,-96.71
"2496","5176:1421","5176:1421",1,2003,46,11,102.11,-96.71
"2499","5176:1422","5176:1422",1,2004,37,29,101.28,-97.12
"2500","5176:1422","5176:1422",1,2003,29,3,101.28,-97.12
"2502","5176:1423","5176:1423",1,2007,25.6,15.1,104.24,-97.78
"2503","5176:1423","5176:1423",0,2006,15.1,29.6,104.24,-97.78
"2504","5176:1423","5176:1423",1,2005,29.6,39,104.24,-97.78
"2505","5176:1423","5176:1423",1,2004,39,26,104.24,-97.78
"2506","5176:1423","5176:1423",1,2003,26,11,104.24,-97.78
"2511","5176:1424","5176:1424",0,2003,12,9,104.26,-97.75
"2514","5176:1425","5176:1425",1,2004,49,36,104.7,-99.1
"2515","5176:1425","5176:1425",1,2003,36,7,104.7,-99.1
"2520","5176:1427","5176:1427",1,2003,36,20,107.02,-100.22
"2522","5169:1428","5169:1428",1,2004,27,35,104,-113.31
"2523","5169:1428","5169:1428",0,2003,35,15,104,-113.31
"2525","5169:1429","5169:1429",1,2004,43,45,106.83,-114.33
"2526","5169:1429","5169:1429",1,2003,45,17,106.83,-114.33
"2528","5169:1430","5169:1430",1,2004,50,42,106.4,-114.43
"2529","5169:1430","5169:1430",1,2003,42,13,106.4,-114.43
"2532","5169:1431","5169:1431",1,2003,17,3,107.72,-112.79
"2534","5169:1432","5169:1432",1,2004,30,13,107.67,-111.77
"2535","5169:1432","5169:1432",1,2003,13,4,107.67,-111.77
"2537","5169:1433","5169:1433",1,2004,57,38,107.28,-110.92
"2538","5169:1433","5169:1433",1,2003,38,20,107.28,-110.92
"2540","5169:1434","5169:1434",1,2004,49,35,108.62,-109.81
"2541","5169:1434","5169:1434",1,2003,35,5,108.62,-109.81
"2544","5169:1435","5169:1435",1,2003,21,3,112.18,-109.52
"2546","5169:1436","5169:1436",1,2004,29,29,112.06,-109.55
"2547","5169:1436","5169:1436",1,2003,29,10,112.06,-109.55
"2549","5169:1437","5169:1437",1,2004,33,9,112.12,-109.52
"2550","5169:1437","5169:1437",0,2003,9,2,112.12,-109.52
"2554","5169:1439","5169:1439",1,2004,48,28,113.69,-109.5
"2555","5169:1439","5169:1439",1,2003,28,5,113.69,-109.5
"2557","5169:1440","5169:1440",1,2004,25,21,114.47,-109.29
"2558","5169:1440","5169:1440",1,2003,21,8,114.47,-109.29
"2565","5197:1443","5197:1443",1,2005,26.2,41,36.39,-53.69
"2566","5197:1443","5197:1443",1,2004,41,22,36.39,-53.69
"2567","5197:1443","5197:1443",0,2003,22,2,36.39,-53.69
"2570","5197:1444","5197:1444",1,2005,37.9,17,36.37,-53.74
"2571","5197:1444","5197:1444",0,2004,17,36,36.37,-53.74
"2572","5197:1444","5197:1444",1,2003,36,5,36.37,-53.74
"2575","5197:1445","5197:1445",1,2005,39.4,28,36.26,-53.72
"2576","5197:1445","5197:1445",1,2004,28,38,36.26,-53.72
"2577","5197:1445","5197:1445",1,2003,38,7,36.26,-53.72
"2580","5197:1446","5197:1446",1,2005,80.1,50,38.34,-54.9
"2581","5197:1446","5197:1446",1,2004,50,22,38.34,-54.9
"2582","5197:1446","5197:1446",0,2003,22,6,38.34,-54.9
"2584","5197:1447","5197:1447",1,2007,43.4,36.8,40.05,-53.48
"2585","5197:1447","5197:1447",1,2006,36.8,46.9,40.05,-53.48
"2586","5197:1447","5197:1447",1,2005,46.9,38,40.05,-53.48
"2587","5197:1447","5197:1447",1,2004,38,26,40.05,-53.48
"2588","5197:1447","5197:1447",1,2003,26,6,40.05,-53.48
"2591","5197:1448","5197:1448",1,2005,54.6,27,38.63,-52.9
"2592","5197:1448","5197:1448",1,2004,27,22,38.63,-52.9
"2593","5197:1448","5197:1448",1,2003,22,1,38.63,-52.9
"2598","5197:1450","5197:1450",0,2004,19,27,37.81,-53.38
"2599","5197:1450","5197:1450",1,2003,27,3,37.81,-53.38
"2602","5197:1451","5197:1451",1,2005,28.9,16,37.87,-53.54
"2603","5197:1451","5197:1451",1,2004,16,19,37.87,-53.54
"2604","5197:1451","5197:1451",1,2003,19,2,37.87,-53.54
"2607","5197:1452","5197:1452",1,2005,55.5,43,36.13,-51.48
"2608","5197:1452","5197:1452",1,2004,43,34,36.13,-51.48
"2609","5197:1452","5197:1452",1,2003,34,4,36.13,-51.48
"2611","5197:1453","5197:1453",1,2007,40.1,23.6,36.66,-54.47
"2612","5197:1453","5197:1453",1,2006,23.6,53.8,36.66,-54.47
"2613","5197:1453","5197:1453",1,2005,53.8,41,36.66,-54.47
"2614","5197:1453","5197:1453",1,2004,41,52,36.66,-54.47
"2615","5197:1453","5197:1453",1,2003,52,5,36.66,-54.47
"2618","5197:1454","5197:1454",0,2004,10,37,36.51,-54.49
"2619","5197:1454","5197:1454",1,2003,37,6,36.51,-54.49
"2624","5197:1456","5197:1456",1,2005,44.5,52,37.61,-49.5
"2625","5197:1456","5197:1456",1,2004,52,39,37.61,-49.5
"2626","5197:1456","5197:1456",1,2003,39,5,37.61,-49.5
"2631","5197:1457","5197:1457",1,2003,30,3,37.42,-49.41
"2634","5197:1458","5197:1458",1,2005,25.8,37,37.5,-49.39
"2635","5197:1458","5197:1458",1,2004,37,32,37.5,-49.39
"2636","5197:1458","5197:1458",1,2003,32,3,37.5,-49.39
"2639","5197:1459","5197:1459",1,2005,30.7,18,37.54,-49.24
"2640","5197:1459","5197:1459",0,2004,18,30,37.54,-49.24
"2641","5197:1459","5197:1459",1,2003,30,2,37.54,-49.24
"2644","5197:1460","5197:1460",1,2005,29.5,44,37.52,-49.33
"2645","5197:1460","5197:1460",1,2004,44,35,37.52,-49.33
"2646","5197:1460","5197:1460",1,2003,35,5,37.52,-49.33
"2648","5197:1461","5197:1461",0,2004,18,34,37.55,-49.34
"2649","5197:1461","5197:1461",1,2003,34,4,37.55,-49.34
"2652","5197:1462","5197:1462",1,2004,43,44,36.73,-48.75
"2653","5197:1462","5197:1462",1,2003,44,8,36.73,-48.75
"2656","5197:1463","5197:1463",1,2004,36,35,36.82,-50.42
"2657","5197:1463","5197:1463",1,2003,35,4,36.82,-50.42
"2659","5197:1464","5197:1464",1,2007,27.4,11.8,38.19,-51.94
"2660","5197:1464","5197:1464",0,2006,11.8,35.3,38.19,-51.94
"2661","5197:1464","5197:1464",1,2005,35.3,24,38.19,-51.94
"2662","5197:1464","5197:1464",1,2004,24,14,38.19,-51.94
"2663","5197:1464","5197:1464",1,2003,14,2,38.19,-51.94
"2666","5197:1465","5197:1465",1,2003,20,3,37.37,-51.29
"2669","5197:1466","5197:1466",1,2004,38,15,38.75,-51.87
"2670","5197:1466","5197:1466",1,2003,15,2,38.75,-51.87
"2673","5197:1467","5197:1467",1,2005,26.9,29,38.78,-51.81
"2674","5197:1467","5197:1467",1,2004,29,19,38.78,-51.81
"2675","5197:1467","5197:1467",0,2003,19,2,38.78,-51.81
"2678","5197:1468","5197:1468",1,2005,39.2,32,38.75,-51.66
"2679","5197:1468","5197:1468",1,2004,32,11,38.75,-51.66
"2680","5197:1468","5197:1468",0,2003,11,2,38.75,-51.66
"2683","5197:1469","5197:1469",1,2003,18,3,38.74,-51.13
"2686","5197:1470","5197:1470",1,2006,17.7,31.8,39.98,-47.91
"2687","5197:1470","5197:1470",1,2005,31.8,17,39.98,-47.91
"2688","5197:1470","5197:1470",1,2004,17,32,39.98,-47.91
"2689","5197:1470","5197:1470",1,2003,32,8,39.98,-47.91
"2694","5197:1472","5197:1472",1,2005,30.2,21,40.43,-48.9
"2695","5197:1472","5197:1472",0,2004,21,25,40.43,-48.9
"2696","5197:1472","5197:1472",1,2003,25,4,40.43,-48.9
"2699","5197:1473","5197:1473",1,2003,40,7,40.02,-48.29
"2701","5197:1474","5197:1474",1,2007,41.3,41.9,39.89,-48.35
"2702","5197:1474","5197:1474",1,2006,41.9,30.3,39.89,-48.35
"2703","5197:1474","5197:1474",1,2005,30.3,22,39.89,-48.35
"2704","5197:1474","5197:1474",1,2004,22,36,39.89,-48.35
"2705","5197:1474","5197:1474",1,2003,36,4,39.89,-48.35
"2707","5197:1475","5197:1475",1,2007,51.9,49.3,38.36,-44.64
"2708","5197:1475","5197:1475",1,2006,49.3,60.8,38.36,-44.64
"2709","5197:1475","5197:1475",1,2005,60.8,35,38.36,-44.64
"2710","5197:1475","5197:1475",1,2004,35,30,38.36,-44.64
"2711","5197:1475","5197:1475",1,2003,30,6,38.36,-44.64
"2714","5197:1476","5197:1476",1,2006,32.1,40.7,37.4,-44.58
"2715","5197:1476","5197:1476",1,2005,40.7,34,37.4,-44.58
"2716","5197:1476","5197:1476",1,2004,34,21,37.4,-44.58
"2717","5197:1476","5197:1476",1,2003,21,3,37.4,-44.58
"2720","5197:1477","5197:1477",1,2005,51.1,32,37.6,-44.47
"2721","5197:1477","5197:1477",1,2004,32,30,37.6,-44.47
"2722","5197:1477","5197:1477",1,2003,30,2,37.6,-44.47
"2725","5197:1478","5197:1478",1,2004,49,27,36.17,-46.82
"2726","5197:1478","5197:1478",1,2003,27,4,36.17,-46.82
"2729","5197:1479","5197:1479",1,2005,41.7,46,35.31,-46.69
"2730","5197:1479","5197:1479",1,2004,46,35,35.31,-46.69
"2731","5197:1479","5197:1479",1,2003,35,8,35.31,-46.69
"2736","5197:1481","5197:1481",1,2005,56.5,37,35.11,-47.02
"2737","5197:1481","5197:1481",1,2004,37,42,35.11,-47.02
"2738","5197:1481","5197:1481",1,2003,42,8,35.11,-47.02
"2743","5197:1483","5197:1483",1,2004,43,45,29.58,-43.93
"2744","5197:1483","5197:1483",1,2003,45,17,29.58,-43.93
"2747","5197:1484","5197:1484",1,2004,43,40,30.01,-44.19
"2748","5197:1484","5197:1484",1,2003,40,19,30.01,-44.19
"2751","5198:1485","5198:1485",1,2005,59.7,8,34.55,-25.71
"2752","5198:1485","5198:1485",0,2004,8,12,34.55,-25.71
"2753","5198:1485","5198:1485",0,2003,12,4,34.55,-25.71
"2755","5214:1486","5214:1486",1,2007,46,28.8,-16.39,-14.2
"2756","5214:1486","5214:1486",1,2006,28.8,33.7,-16.39,-14.2
"2759","5214:1486","5214:1486",0,2003,17,3,-16.39,-14.2
"2762","5212:1487","5212:1487",1,2004,37,38,-5.37,-9.15
"2763","5212:1487","5212:1487",1,2003,38,11,-5.37,-9.15
"2766","5212:1488","5212:1488",1,2004,32,29,-6,-5.25
"2767","5212:1488","5212:1488",1,2003,29,1,-6,-5.25
"2770","5212:1489","5212:1489",1,2004,31,27,-2.32,-7.88
"2771","5212:1489","5212:1489",1,2003,27,3,-2.32,-7.88
"2774","5212:1490","5212:1490",1,2005,49.5,15,-2.8,-7.45
"2775","5212:1490","5212:1490",0,2004,15,3,-2.8,-7.45
"2776","5212:1490","5212:1490",0,2003,3,2,-2.8,-7.45
"2780","5212:1492","5212:1492",1,2007,37.9,41.6,-2.38,-7.68
"2781","5212:1492","5212:1492",1,2006,41.6,35,-2.38,-7.68
"2782","5212:1492","5212:1492",1,2005,35,23,-2.38,-7.68
"2783","5212:1492","5212:1492",0,2004,23,9,-2.38,-7.68
"2784","5212:1492","5212:1492",0,2003,9,3,-2.38,-7.68
"2787","5209:1493","5209:1493",1,2005,53.5,38,17.44,4.19
"2788","5209:1493","5209:1493",1,2004,38,25,17.44,4.19
"2789","5209:1493","5209:1493",1,2003,25,4,17.44,4.19
"2791","5209:1494","5209:1494",1,2007,33.7,30.3,16.85,5.02
"2792","5209:1494","5209:1494",1,2006,30.3,50,16.85,5.02
"2793","5209:1494","5209:1494",1,2005,50,34,16.85,5.02
"2794","5209:1494","5209:1494",1,2004,34,6,16.85,5.02
"2795","5209:1494","5209:1494",0,2003,6,2,16.85,5.02
"2797","5209:1495","5209:1495",1,2007,35.4,18.6,16.87,4.93
"2798","5209:1495","5209:1495",0,2006,18.6,50,16.87,4.93
"2799","5209:1495","5209:1495",1,2005,50,29,16.87,4.93
"2800","5209:1495","5209:1495",1,2004,29,19,16.87,4.93
"2801","5209:1495","5209:1495",0,2003,19,2,16.87,4.93
"2803","5132:406","5132:406",1,2004,39,44,83.06,-185.58
"2805","5132:407","5132:407",1,2004,51,46,84.61,-183.59
"2807","5134:408","5134:408",1,2004,27,28,95.48,-184.26
"2809","5134:409","5134:409",1,2004,30,17,92.91,-186.9
"2811","5134:410","5134:410",1,2004,29,12,95.18,-185.21
"2813","5147:411","5147:411",1,2004,38,22,108.09,-167.81
"2815","5147:412","5147:412",1,2004,20,3,107.87,-168.38
"2817","5147:413","5147:413",1,2004,26,4,107.72,-168.72
"2821","5149:415","5149:415",0,2004,8,11,107.56,-163.32
"2823","5149:416","5149:416",1,2004,31,9,108.23,-162.18
"2825","5149:417","5149:417",0,2004,21,5,106.69,-160.71
"2827","5149:418","5149:418",0,2004,9,4,106.99,-161.88
"2829","5149:419","5149:419",0,2004,16,4,108.61,-162.22
"2831","5149:420","5149:420",0,2004,2,3,108.72,-162.26
"2833","5149:421","5149:421",0,2004,19,5,108.77,-162.42
"2837","5149:423","5149:423",0,2004,16,1,108.76,-162.54
"2839","5149:424","5149:424",0,2004,19,4,108.71,-162.06
"2841","5149:425","5149:425",0,2004,1,1,108.7,-162.18
"2843","5149:426","5149:426",0,2004,1,2,108.69,-162.14
"2847","5149:428","5149:428",0,2004,9,2,108.99,-162.03
"2849","5149:429","5149:429",0,2004,6,1,108.93,-162.01
"2851","5140:430","5140:430",0,2004,9,38,99.24,-179.67
"2853","5152:431","5152:431",1,2004,22,21,96.19,-168.13
"2855","5152:432","5152:432",1,2004,35,31,95.86,-167.78
"2857","5152:433","5152:433",1,2004,27,15,93.75,-167.33
